loop_index, counter, last_step_ns, T_ref, theta_ref, phi_ref, uwind, vwind, wwind, rho, rpm1, rpm2, rpm3, rpm4,v_batt,alt,gyro_roll,gyro_pitch,gyro_yaw,accel_X,accel_Y,accel_Z,roll,pitch,yaw,X,Y,Z,Xdot,Ydot,Zdot,x0,y0,z0,e.xbee_time,xbee_time_received_ns,xbee_x,xbee_y,xbee_z,xbee_qw,xbee_qx,xbee_qy,xbee_qz,sp_roll,sp_pitch,sp_yaw,sp_X,sp_Y,sp_Z,sp_Xdot,sp_Ydot,sp_Zdot,u_roll,u_pitch,u_yaw,u_X,u_Y,u_Z,mot_1,mot_2,mot_3,mot_4,flight mode
11,127,869083764183,-10.4557,-0.1880,0.0484,0.0210,0.0810,-0.0290,1.1647,23.4375,23.4375,23.4375,23.4375,12.2445,0.0000,0.0000,0.0000,-0.0000,-0.0861,-0.2014,-10.5882,0.0199,-0.0058,-0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1880,0.0484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0200,0.0142,0.0092,0.0000,0.0000,-0.5689,0.0025,0.0025,0.0025,0.0025,4
12,128,869089268041,-10.4557,-0.1880,0.0484,0.0210,0.0810,-0.0290,1.1647,23.4375,23.4375,23.4375,23.4375,12.2447,0.0000,-0.0610,-0.1221,-0.0610,-0.2056,-0.1678,-10.6336,0.0199,-0.0058,-0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1880,0.0484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0220,0.0144,0.0096,0.0000,0.0000,-0.5689,0.0025,0.0025,0.0025,0.0025,4
13,129,869093996032,-10.4557,-0.1880,0.0484,0.0210,0.0810,-0.0290,1.1647,23.4375,23.4375,23.4375,23.4375,12.2440,0.0000,0.0610,0.0000,0.1221,-0.1339,-0.2134,-10.6050,0.0199,-0.0058,-0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1880,0.0484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0240,0.0146,0.0098,0.0000,0.0000,-0.5689,0.0025,0.0025,0.0025,0.0025,4
14,130,869098842633,-10.4557,-0.1880,0.0484,0.0210,0.0810,-0.0290,1.1647,23.4375,23.4375,23.4375,23.4375,12.2440,0.0000,0.0610,-0.0610,-0.0610,-0.1769,-0.1750,-10.6551,0.0199,-0.0058,-0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1880,0.0484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0260,0.0147,0.0101,0.0000,0.0000,-0.5689,0.0025,0.0025,0.0025,0.0025,4
15,131,869104190051,-10.4557,-0.1880,0.0484,0.0210,0.0810,-0.0290,1.1647,23.4375,23.4375,23.4375,23.4375,12.2440,0.0000,-0.1221,-0.0610,-0.0000,-0.1219,-0.2253,-10.6312,0.0199,-0.0058,-0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1880,0.0484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0280,0.0148,0.0103,0.0000,0.0000,-0.5689,0.0025,0.0025,0.0025,0.0025,4
16,132,869108916375,-10.4557,-0.1880,0.0484,0.0210,0.0810,-0.0290,1.1647,23.4375,23.4375,23.4375,23.4375,12.2440,0.0000,-0.1221,-0.0610,-0.0000,-0.1530,-0.1750,-10.6002,0.0199,-0.0058,-0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1880,0.0484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0300,0.0148,0.0104,0.0000,0.0000,-0.5689,0.0025,0.0025,0.0025,0.0025,4
17,133,869113828094,-10.4557,-0.1880,0.0484,0.0210,0.0810,-0.0290,1.1647,23.4375,23.4375,23.4375,23.4375,12.2445,0.0000,0.0000,-0.1221,-0.0000,-0.1411,-0.1678,-10.5906,0.0199,-0.0058,-0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1880,0.0484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0320,0.0149,0.0105,0.0000,0.0000,-0.5689,0.0025,0.0025,0.0025,0.0025,4
18,134,869156566942,-10.5141,-0.1400,0.0841,0.0610,0.1010,-0.0190,1.1647,23.4375,23.4375,23.4375,23.4375,12.2445,0.0000,0.0610,0.0000,-0.0000,-0.1291,-0.1774,-10.5357,0.0199,-0.0059,-0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1400,0.0841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0340,0.0340,0.0107,0.0000,0.0000,-0.5712,0.0025,0.0025,0.0025,0.0025,4
19,135,869214886015,-10.5141,-0.1400,0.0841,0.0610,0.1010,-0.0190,1.1647,23.4375,23.4375,23.4375,23.4375,12.2435,0.0000,-0.0610,-0.1221,-0.0000,-0.1387,-0.1606,-10.4952,0.0200,-0.0060,-0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1400,0.0841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0095,0.0317,0.0111,0.0000,0.0000,-0.5712,0.0025,0.0025,0.0025,0.0025,4
20,136,869218756397,-10.5141,-0.1400,0.0841,0.0610,0.1010,-0.0190,1.1647,23.4375,23.4375,23.4375,23.4375,12.2428,0.0000,0.0000,0.0000,-0.0000,-0.1650,-0.2158,-10.5930,0.0200,-0.0060,-0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1400,0.0841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0071,0.0295,0.0112,0.0000,0.0000,-0.5712,0.0025,0.0025,0.0025,0.0025,4
21,137,869224158767,-10.5141,-0.1400,0.0841,0.0610,0.1010,-0.0190,1.1647,23.4375,23.4375,23.4375,23.4375,12.2418,0.0000,-0.0610,-0.1831,-0.1221,-0.1339,-0.1990,-10.5763,0.0200,-0.0060,-0.0042,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1400,0.0841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0186,0.0280,0.0113,0.0000,0.0000,-0.5712,0.0025,0.0025,0.0025,0.0025,4
22,138,869228758564,-10.5141,-0.1400,0.0841,0.0610,0.1010,-0.0190,1.1647,23.4375,23.4375,23.4375,23.4375,12.2408,0.0000,-0.0610,-0.1831,-0.0000,-0.1458,-0.2062,-10.5620,0.0200,-0.0060,-0.0042,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1400,0.0841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0264,0.0270,0.0113,0.0000,0.0000,-0.5712,0.0025,0.0025,0.0025,0.0025,4
23,139,869233707862,-10.5141,-0.1400,0.0841,0.0610,0.1010,-0.0190,1.1647,23.4375,23.4375,23.4375,23.4375,12.2394,0.0000,0.0610,0.0000,0.1221,-0.1219,-0.1846,-10.5859,0.0200,-0.0060,-0.0042,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1400,0.0841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0319,0.0263,0.0113,0.0000,0.0000,-0.5712,0.0025,0.0025,0.0025,0.0025,4
24,140,869238990370,-10.5141,-0.1400,0.0841,0.0610,0.1010,-0.0190,1.1647,23.4375,23.4375,23.4375,23.4375,12.2384,0.0000,-0.0610,-0.1831,-0.0000,-0.1530,-0.1966,-10.5381,0.0200,-0.0060,-0.0042,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1400,0.0841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0355,0.0258,0.0113,0.0000,0.0000,-0.5712,0.0025,0.0025,0.0025,0.0025,4
25,141,869244198513,-10.5141,-0.1400,0.0841,0.0610,0.1010,-0.0190,1.1647,23.4375,23.4375,23.4375,23.4375,12.2375,0.0000,0.0610,-0.1221,-0.0000,-0.1674,-0.1990,-10.5882,0.0200,-0.0061,-0.0042,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1400,0.0841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0381,0.0255,0.0113,0.0000,0.0000,-0.5712,0.0025,0.0025,0.0025,0.0025,4
26,142,869248732318,-10.5141,-0.1400,0.0841,0.0610,0.1010,-0.0190,1.1647,23.4375,23.4375,23.4375,23.4375,12.2362,0.0000,0.0000,-0.0610,-0.0000,-0.1650,-0.2086,-10.6002,0.0200,-0.0061,-0.0042,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1400,0.0841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0399,0.0253,0.0113,0.0000,0.0000,-0.5712,0.0025,0.0025,0.0025,0.0025,4
27,143,869253707279,-10.5141,-0.1400,0.0841,0.0610,0.1010,-0.0190,1.1647,23.4375,23.4375,23.4375,23.4375,12.2358,0.0000,-0.0610,-0.1221,0.1831,-0.0885,-0.1846,-10.6909,0.0200,-0.0061,-0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1400,0.0841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0410,0.0252,0.0112,0.0000,0.0000,-0.5712,0.0025,0.0025,0.0025,0.0025,4
28,144,869259066404,-10.5141,-0.1400,0.0841,0.0610,0.1010,-0.0190,1.1647,23.4375,23.4375,23.4375,23.4375,12.2343,0.0000,0.0610,0.0000,-0.0610,-0.1363,-0.2421,-10.6193,0.0200,-0.0061,-0.0042,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1400,0.0841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0419,0.0250,0.0113,0.0000,0.0000,-0.5712,0.0025,0.0025,0.0025,0.0025,4
29,145,869263721319,-10.5141,-0.1400,0.0841,0.0610,0.1010,-0.0190,1.1647,23.4375,23.4375,23.4375,23.4375,12.2333,0.0000,0.0000,0.0000,-0.0000,-0.1482,-0.2182,-10.5835,0.0200,-0.0061,-0.0042,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1400,0.0841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0424,0.0249,0.0113,0.0000,0.0000,-0.5712,0.0025,0.0025,0.0025,0.0025,4
30,146,869268730027,-10.5141,-0.1400,0.0841,0.0610,0.1010,-0.0190,1.1647,23.4375,23.4375,23.4375,23.4375,12.2319,0.0000,-0.0610,-0.2441,-0.0000,-0.1482,-0.2134,-10.6145,0.0200,-0.0061,-0.0042,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1400,0.0841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0428,0.0249,0.0113,0.0000,0.0000,-0.5712,0.0025,0.0025,0.0025,0.0025,4
31,147,869273693115,-10.5141,-0.1400,0.0841,0.0610,0.1010,-0.0190,1.1647,23.4375,23.4375,23.4375,23.4375,12.2312,0.0000,0.0000,-0.1831,-0.0000,-0.1458,-0.1894,-10.6408,0.0200,-0.0061,-0.0042,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1400,0.0841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0431,0.0249,0.0113,0.0000,0.0000,-0.5712,0.0025,0.0025,0.0025,0.0025,4
32,148,869279036575,-10.5141,-0.1400,0.0841,0.0610,0.1010,-0.0190,1.1647,23.4375,23.4375,23.4375,23.4375,12.2300,0.0000,0.0000,0.0000,-0.0000,-0.1076,-0.1966,-10.6097,0.0200,-0.0062,-0.0042,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1400,0.0841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0433,0.0249,0.0114,0.0000,0.0000,-0.5712,0.0025,0.0025,0.0025,0.0025,4
33,149,869283687199,-10.5141,-0.1400,0.0841,0.0610,0.1010,-0.0190,1.1647,23.4375,23.4375,23.4375,23.4375,12.2295,0.0000,0.0610,0.0000,-0.0000,-0.1530,-0.2301,-10.5572,0.0201,-0.0062,-0.0042,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1400,0.0841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0434,0.0248,0.0114,0.0000,0.0000,-0.5712,0.0025,0.0025,0.0025,0.0025,4
34,150,869288911923,-10.5141,-0.1400,0.0841,0.0610,0.1010,-0.0190,1.1647,23.4375,23.4375,23.4375,23.4375,12.2283,0.0000,-0.0610,-0.1831,-0.0000,-0.1315,-0.1918,-10.5668,0.0201,-0.0062,-0.0042,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1400,0.0841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0435,0.0248,0.0114,0.0000,0.0000,-0.5712,0.0025,0.0025,0.0025,0.0025,4
35,151,869294190391,-10.5141,-0.1400,0.0841,0.0610,0.1010,-0.0190,1.1647,23.4375,23.4375,23.4375,23.4375,12.2280,0.0000,-0.1221,-0.0610,-0.0000,-0.1148,-0.2086,-10.5477,0.0201,-0.0062,-0.0042,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1400,0.0841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0435,0.0248,0.0114,0.0000,0.0000,-0.5712,0.0025,0.0025,0.0025,0.0025,4
36,152,869298735194,-10.5141,-0.1400,0.0841,0.0610,0.1010,-0.0190,1.1647,23.4375,23.4375,23.4375,23.4375,12.2266,0.0000,0.0000,0.0000,-0.0000,-0.1674,-0.1870,-10.6073,0.0201,-0.0062,-0.0042,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1400,0.0841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0435,0.0248,0.0114,0.0000,0.0000,-0.5712,0.0025,0.0025,0.0025,0.0025,4
37,153,869303674868,-10.5141,-0.1400,0.0841,0.0610,0.1010,-0.0190,1.1647,23.4375,23.4375,23.4375,23.4375,12.2251,0.0000,0.0000,0.0000,-0.0000,-0.1172,-0.1774,-10.6408,0.0201,-0.0062,-0.0042,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1400,0.0841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0435,0.0248,0.0114,0.0000,0.0000,-0.5712,0.0025,0.0025,0.0025,0.0025,4
38,154,869309377161,-10.5141,-0.1400,0.0841,0.0610,0.1010,-0.0190,1.1647,23.4375,23.4375,23.4375,23.4375,12.2242,0.0000,0.0000,0.0000,-0.0000,-0.1435,-0.2062,-10.6503,0.0201,-0.0062,-0.0042,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1400,0.0841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0436,0.0247,0.0114,0.0000,0.0000,-0.5712,0.0025,0.0025,0.0025,0.0025,4
39,155,869313902966,-10.5141,-0.1400,0.0841,0.0610,0.1010,-0.0190,1.1647,23.4375,23.4375,23.4375,23.4375,12.2244,0.0000,-0.1221,-0.0610,-0.0000,-0.1100,-0.2158,-10.5978,0.0201,-0.0062,-0.0042,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1400,0.0841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0435,0.0247,0.0114,0.0000,0.0000,-0.5712,0.0025,0.0025,0.0025,0.0025,4
40,156,869318697366,-10.5141,-0.1400,0.0841,0.0610,0.1010,-0.0190,1.1647,23.4375,23.4375,23.4375,23.4375,12.2244,0.0000,-0.0610,-0.1221,-0.0000,-0.1219,-0.1822,-10.6145,0.0201,-0.0062,-0.0042,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1400,0.0841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0436,0.0247,0.0114,0.0000,0.0000,-0.5712,0.0025,0.0025,0.0025,0.0025,4
41,157,869323738153,-10.5141,-0.1400,0.0841,0.0510,0.0610,-0.0090,1.1647,23.4375,23.4375,23.4375,23.4375,12.2242,0.0000,0.0610,-0.1221,0.1221,-0.1578,-0.2134,-10.6169,0.0201,-0.0062,-0.0042,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.1400,0.0841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0436,0.0248,0.0114,0.0000,0.0000,-0.5712,0.0025,0.0025,0.0025,0.0025,4
